FrogID,AlternativeCD,AlternativeCR,AlternativeDF,AlternativeRA,AlternativePR,Standard1,Standard2,Standard3,Alternative1,Alternative2,Alternative3,TwoChoiceLatency,TwoChoice,ChoiceBinary,StandardAverage,AlternativeAverage,PhonotaxisScore,ScorePreference,Mismatch,SpeakerPosition,FirstPresented
13196,28,12,2315,-10,46,47,46,42,28,48,43,134,Standard,0,45,40,0.058823529,1,1,left,Alternative
13197,27,15,2304,-8,49,69,44,36,33,27,37,47,Alternative,1,50,32,0.219512195,1,0,left,Alternative
13198,31,13,2646,-12,43,139,102,85,227,111,126,273,Alternative,1,109,155,-0.174242424,0,1,left,Alternative
13206,33,15,2281,-7,50,112,112,117,101,81,61,281,Standard,0,114,81,0.169230769,1,1,left,Standard
13207,26,11,2789,-8,57,101,101,80,126,60,76,110,Alternative,1,94,87,0.038674033,1,0,left,Standard
13208,31,6,2719,-6,51,90,68,73,143,103,113,107,Standard,0,77,120,-0.218274112,0,0,left,Standard
13211,33,15,2233,-12,46,79,41,46,50,36,29,187,Alternative,1,55,38,0.182795699,1,0,left,Alternative
13275,28,12,2667,-16,55,262,237,166,123,122,188,113,Alternative,1,222,144,0.213114754,1,0,left,Standard
13276,29,14,2527,-12,56,123,106,95,76,80,84,70,Alternative,1,108,80,0.14893617,1,0,right,Standard
13277,34,12,2574,-10,45,47,62,63,53,48,57,63,Standard,0,57,53,0.036363636,1,1,right,Standard
13273,27,9,2360,-12,47,95,117,84,121,152,139,117,Standard,0,99,137,-0.161016949,0,0,right,Alternative
13274,29,8,2380,-12,50,56,52,41,85,45,63,91,Standard,0,50,64,-0.122807018,0,0,right,Alternative
13266,25,10,2535,-6,57,41,51,57,63,49,45,150,Standard,0,50,52,-0.019607843,0,0,right,Standard
13298,33,7,2482,-15,57,57,41,30,59,63,67,30,Standard,0,43,63,-0.188679245,0,0,right,Alternative
13310,24,11,2485,-12,52,144,128,166,125,55,218,276,Standard,0,146,133,0.046594982,1,1,right,Alternative
13309,30,10,2302,-10,46,68,41,52,109,62,45,172,Standard,0,54,72,-0.142857143,0,0,right,Alternative
13312,23,13,2370,-12,51,62,68,84,60,55,60,83,Alternative,1,71,58,0.100775194,1,0,right,Alternative
13313,34,14,2316,-8,59,52,89,63,58,58,63,72,Alternative,1,68,60,0.0625,1,0,right,Alternative
13311,28,7,2506,-14,44,101,80,106,184,161,219,178,Standard,0,96,188,-0.323943662,0,0,right,Alternative
13333,27,16,2230,-15,44,69,80,57,82,49,66,128,Standard,0,69,66,0.022222222,1,1,right,Standard
13334,30,14,2432,-12,42,134,112,102,79,97,76,127,Standard,0,116,84,0.16,1,1,right,Standard
13336,27,7,2481,-18,54,167,118,123,161,118,144,258,Standard,0,136,141,-0.018050542,0,0,right,Standard
13364,26,8,2737,-14,46,51,52,62,55,105,175,52,Standard,0,55,112,-0.341317365,0,0,left,Standard
13362,33,10,2612,-11,48,73,84,136,116,91,75,166,Standard,0,98,94,0.020833333,1,1,left,Standard
13374,33,8,2382,-13,51,89,106,90,122,123,125,205,Standard,0,95,123,-0.128440367,0,0,left,Standard
13383,33,13,2774,-7,47,55,78,63,148,171,136,65,Alternative,1,65,152,-0.400921659,0,1,left,Alternative
13376,34,13,2415,-6,48,74,77,83,75,87,79,88,Alternative,1,78,80,-0.012658228,0,1,left,Standard
13456,27,10,2447,-13,51,69,70,95,86,129,93,91,Standard,0,78,103,-0.138121547,0,0,right,Alternative
13461,32,13,2241,-8,47,117,73,111,69,79,65,120,Alternative,1,100,71,0.169590643,1,0,right,Alternative
13462,26,11,2595,-5,47,244,242,85,180,187,213,138,Standard,0,190,193,-0.007832898,0,0,right,Standard
13463,32,8,2537,-12,49,208,102,124,145,133,109,169,Standard,0,145,129,0.058394161,1,1,right,Standard
13464,34,12,2718,-13,49,95,42,45,38,62,58,103,Alternative,1,61,53,0.070175439,1,0,right,Standard
13465,24,16,2413,-14,55,62,46,57,97,83,47,168,Alternative,1,55,76,-0.160305344,0,1,right,Alternative
13466,31,15,2526,-10,49,148,134,112,156,109,85,148,Alternative,1,131,117,0.056451613,1,0,right,Alternative
13467,29,8,2450,-21,44,96,57,67,85,94,258,71,Standard,0,73,146,-0.333333333,0,0,right,Alternative
13469,27,12,2727,-13,49,28,36,39,32,38,53,58,Standard,0,34,41,-0.093333333,0,0,right,Standard
13470,29,13,2583,-7,57,101,52,95,74,60,74,90,Alternative,1,83,69,0.092105263,1,0,right,Standard
13472,34,14,2557,-11,49,58,68,62,50,50,63,76,Alternative,1,63,54,0.076923077,1,0,right,Standard
13473,28,6,2229,-16,48,73,63,62,80,63,72,90,Standard,0,66,72,-0.043478261,0,0,right,Standard
13475,33,13,2436,-9,47,173,69,38,130,54,172,107,Alternative,1,93,119,-0.122641509,0,1,right,Standard
13476,24,9,2440,-11,48,84,90,87,93,106,93,126,Standard,0,87,97,-0.054347826,0,0,right,Standard
13477,29,11,2262,-7,50,51,62,50,60,59,47,101,Standard,0,54,55,-0.009174312,0,0,left,Alternative
13478,23,13,2449,-8,54,95,95,104,120,79,84,132,Standard,0,98,94,0.020833333,1,1,left,Alternative
13480,32,11,2789,-15,48,52,57,69,60,66,66,46,Standard,0,59,64,-0.040650407,0,0,left,Standard
13481,32,14,2439,-13,51,74,107,82,79,110,84,102,Alternative,1,88,91,-0.016759777,0,1,left,Alternative
13482,33,17,2536,-12,44,47,52,69,49,51,48,44,Alternative,1,56,49,0.066666667,1,0,left,Alternative
13483,26,9,2452,-11,53,68,60,41,87,48,66,48,Standard,0,56,67,-0.089430894,0,0,left,Standard
13485,25,13,2713,-9,50,58,52,52,42,46,38,101,Standard,0,54,42,0.125,1,1,left,Standard
13486,32,12,2262,-12,47,47,40,47,48,48,33,76,Standard,0,45,43,0.022727273,1,1,left,Alternative
13487,21,9,2388,-14,51,51,52,41,40,66,73,52,Standard,0,48,60,-0.111111111,0,0,left,Alternative
13488,37,13,2529,-6,53,96,99,79,98,70,97,61,Alternative,1,91,88,0.016759777,1,0,left,Alternative
13489,33,9,2528,-18,52,63,41,24,40,53,26,58,Alternative,1,43,40,0.036144578,1,0,left,Standard
13490,33,9,2781,-14,46,102,129,52,120,129,52,112,Standard,0,94,100,-0.030927835,0,0,left,Standard
13491,36,14,2328,-7,44,80,57,62,47,50,51,101,Alternative,1,66,49,0.147826087,1,0,right,Standard
13492,24,15,2498,-15,50,62,52,56,33,48,45,89,Alternative,1,57,42,0.151515152,1,0,right,Alternative
13493,32,12,2500,-17,47,46,57,98,58,37,50,172,Alternative,1,67,48,0.165217391,1,0,left,Alternative
13497,34,13,2802,-10,47,87,82,83,87,82,83,84,Alternative,1,84,84,0,NA,NA,left,Alternative
14001,31,10,2549,-15,53,100,59,62,35,50,44,73,Standard,0,74,43,0.264957265,1,1,left,Standard
14002,25,7,2386,-13,47,111,101,111,127,151,161,123,Standard,0,108,146,-0.149606299,0,0,left,Standard
14004,36,14,2169,-10,47,96,79,68,70,50,50,171,Alternative,1,81,57,0.173913043,1,0,left,Standard
14005,24,15,2818,-12,46,177,156,145,149,80,117,112,Standard,0,159,115,0.160583942,1,1,left,Standard
14006,31,8,2402,-10,48,150,131,134,162,222,168,188,Standard,0,138,184,-0.142857143,0,0,left,Standard
14007,28,11,2282,-7,52,172,107,116,113,224,120,166,Standard,0,132,152,-0.070422535,0,0,left,Standard
14008,27,11,2436,-12,50,133,95,117,114,93,109,96,Standard,0,115,105,0.045454545,1,1,left,Standard
14009,29,7,2546,-12,51,68,100,79,81,74,91,93,Standard,0,82,82,0,NA,NA,left,Standard
14018,34,13,2524,-10,46,112,69,79,65,79,60,83,Alternative,1,87,68,0.122580645,1,0,left,Standard
14019,29,14,2204,-10,52,112,125,90,98,67,67,161,Standard,0,109,77,0.172043011,1,1,left,Standard
14020,28,14,2519,-6,42,68,56,57,73,162,89,68,Standard,0,60,108,-0.285714286,0,0,left,Standard
14010,34,12,2524,-11,51,90,215,117,93,118,118,139,Alternative,1,141,110,0.123505976,1,0,left,Alternative
14021,27,16,2423,-12,64,90,200,89,62,62,37,97,Alternative,1,126,54,0.4,1,0,left,Alternative
14032,23,14,2425,-13,48,113,127,95,118,106,79,128,Alternative,1,112,101,0.051643192,1,0,right,Alternative
14033,33,7,2310,-13,48,47,47,48,117,34,57,47,Standard,0,47,69,-0.189655172,0,0,right,Alternative
14034,32,11,2308,-7,52,50,97,91,79,60,97,166,Alternative,1,79,79,0,NA,NA,right,Alternative
14036,32,9,2634,-10,52,96,112,80,124,141,92,126,Standard,0,96,119,-0.106976744,0,0,left,Alternative
14037,23,16,2265,-15,54,80,38,74,52,34,49,91,Standard,0,64,45,0.174311927,1,1,left,Alternative
14038,24,10,2443,-9,50,78,63,59,190,101,77,92,Standard,0,67,123,-0.294736842,0,0,left,Alternative
14039,32,7,2484,-9,47,29,48,47,91,63,58,116,Standard,0,41,71,-0.267857143,0,0,left,Alternative
14040,23,10,2728,-12,49,105,63,151,108,63,68,157,Standard,0,106,80,0.139784946,1,1,left,Alternative
14057,34,10,2267,-10,48,42,41,53,75,56,74,79,Standard,0,45,68,-0.203539823,0,0,left,Standard
14058,22,10,2584,-19,55,59,68,155,87,68,82,118,Standard,0,94,79,0.086705202,1,1,left,Standard
14059,29,7,2183,-12,52,91,101,74,93,134,68,106,Standard,0,89,98,-0.048128342,0,0,left,Standard
14060,28,8,2858,-11,51,68,86,91,225,41,47,101,Standard,0,82,104,-0.11827957,0,0,left,Alternative
14061,33,13,2437,-18,50,53,47,47,38,37,38,37,Standard,0,49,38,0.126436782,1,1,left,Alternative
14063,30,12,2526,-8,43,64,73,62,83,82,62,68,Alternative,1,66,76,-0.070422535,0,1,left,Standard
14065,33,14,2423,-11,44,83,57,90,40,48,58,78,Standard,0,77,49,0.222222222,1,1,left,Standard
14066,29,15,2185,-10,55,52,36,55,29,31,36,56,Alternative,1,48,32,0.2,1,0,left,Standard
14067,36,8,2540,-9,47,117,106,101,131,205,130,186,Standard,0,108,155,-0.178707224,0,0,left,Standard
14068,33,7,2586,-12,51,84,100,86,109,153,120,112,Standard,0,90,127,-0.170506912,0,0,left,Standard
14069,34,13,2727,-16,51,57,57,33,28,46,37,78,Standard,0,49,37,0.139534884,1,1,left,Alternative
14070,32,7,2832,-17,51,101,61,69,75,92,84,51,Standard,0,77,84,-0.043478261,0,0,left,Alternative
14071,28,9,2729,-6,42,51,70,57,49,53,73,45,Standard,0,59,58,0.008547009,1,1,left,Alternative
14082,29,11,2725,-13,51,63,68,84,78,73,120,137,Alternative,1,72,90,-0.111111111,0,1,left,Alternative
14083,31,12,2748,-10,54,41,52,48,74,78,69,59,Alternative,1,47,74,-0.223140496,0,1,left,Alternative
14084,28,10,2504,-9,47,67,95,90,76,51,81,37,Standard,0,84,69,0.098039216,1,1,left,Alternative
14085,34,18,2523,-13,46,53,47,75,53,47,47,58,Alternative,1,58,49,0.08411215,1,0,left,Alternative
14086,25,9,2579,-9,48,75,103,86,160,86,101,198,Standard,0,88,116,-0.137254902,0,0,left,Alternative
14088,22,6,2597,-14,52,53,79,47,85,143,102,69,Standard,0,60,110,-0.294117647,0,0,left,Alternative
14089,36,11,2475,-10,49,155,129,139,182,156,87,170,Alternative,1,141,142,-0.003533569,0,1,left,Alternative
14090,29,9,2159,-11,48,79,128,107,100,126,173,210,Standard,0,105,133,-0.117647059,0,0,left,Alternative
14091,31,11,2737,-10,50,95,120,112,104,87,136,76,Alternative,1,109,109,0,NA,NA,left,Standard
14093,28,14,2392,-12,46,120,41,134,45,83,101,86,Alternative,1,98,76,0.126436782,1,0,left,Standard
14094,26,8,2383,-13,45,41,52,80,62,40,101,102,Standard,0,58,68,-0.079365079,0,0,left,Standard
14119,27,10,2705,-14,45,150,90,86,147,111,69,140,Standard,0,109,109,0,NA,NA,right,Alternative
14121,34,13,2434,-12,50,63,96,97,170,80,84,75,Alternative,1,85,111,-0.130730051,0,1,right,Alternative
14124,29,13,2674,-11,51,130,100,102,103,74,96,199,Alternative,1,111,91,0.099009901,1,0,right,Standard
14125,35,9,2672,-9,45,83,53,39,101,84,80,119,Standard,0,58,88,-0.205479452,0,0,right,Standard
14127,31,15,2603,-16,55,118,64,102,103,50,51,85,Alternative,1,95,68,0.165644172,1,0,right,Standard
14128,33,10,2776,-16,48,80,79,53,119,67,105,80,Standard,0,71,97,-0.154761905,0,0,right,Alternative
14129,32,16,2611,-11,45,96,85,118,114,81,89,90,Alternative,1,100,95,0.025641026,1,0,right,Alternative
14130,31,9,2588,-13,50,58,47,62,127,60,61,96,Standard,0,56,83,-0.194244604,0,0,right,Alternative
14137,26,12,2575,-13,46,70,81,59,78,69,149,149,Alternative,1,70,99,-0.171597633,0,1,right,Alternative
14138,28,11,2890,-13,49,31,67,64,50,35,56,88,Standard,0,54,47,0.069306931,1,1,right,Alternative
14139,29,14,2667,-6,47,65,75,89,123,65,76,166,Standard,0,76,88,-0.073170732,0,0,right,Alternative
14140,30,11,2614,-6,47,113,88,102,279,91,99,140,Standard,0,101,156,-0.214007782,0,0,right,Standard
14141,35,15,2434,-14,49,58,85,70,47,128,202,259,Alternative,1,71,126,-0.279187817,0,1,left,Standard
14142,30,10,2434,-9,49,129,117,90,143,76,104,268,Alternative,1,112,108,0.018181818,1,0,left,Standard
14143,28,12,2423,-14,53,69,80,117,52,79,82,223,Standard,0,89,71,0.1125,1,1,left,Alternative
14144,32,17,2396,-20,53,95,69,63,46,27,40,62,Alternative,1,76,38,0.333333333,1,0,left,Standard
14145,33,12,2422,-14,49,69,63,68,59,54,73,68,Standard,0,67,62,0.03875969,1,1,left,Standard
14146,26,8,2638,-9,42,168,79,56,198,229,68,75,Standard,0,101,165,-0.240601504,0,0,left,Alternative
14147,35,16,2744,-10,51,171,188,139,61,136,195,111,Standard,0,166,131,0.117845118,1,1,left,Alternative
14176,33,8,2249,-11,46,106,90,101,206,145,109,139,Standard,0,99,153,-0.214285714,0,0,left,Alternative
14177,33,6,2451,-8,47,136,129,79,283,192,213,243,Standard,0,115,229,-0.331395349,0,0,left,Alternative
14178,32,10,2631,-10,51,73,80,80,117,129,146,190,Alternative,1,78,131,-0.253588517,0,1,left,Alternative
14179,31,11,2444,-15,50,79,47,51,33,38,33,96,Standard,0,59,35,0.255319149,1,1,left,Alternative
14180,24,10,2133,-10,45,47,41,35,32,45,45,36,Standard,0,41,41,0,NA,NA,left,Alternative
14181,23,13,2443,-15,46,52,49,57,50,55,55,78,Standard,0,53,53,0,NA,NA,left,Alternative
14182,32,8,2624,-17,57,90,96,68,94,137,84,155,Standard,0,85,105,-0.105263158,0,0,left,Alternative
14184,28,12,2639,-12,58,50,58,35,47,68,57,46,Standard,0,48,57,-0.085714286,0,0,left,Alternative
14185,30,11,2670,-6,51,106,84,95,131,136,125,251,Alternative,1,95,131,-0.159292035,0,1,right,Alternative
14201,29,12,2571,-10,47,57,36,63,91,66,61,95,Standard,0,52,73,-0.168,0,0,right,Alternative
14202,23,12,2771,-6,47,68,52,52,78,59,64,86,Standard,0,57,67,-0.080645161,0,0,right,Alternative
14203,29,11,2685,-5,45,154,161,79,159,207,184,258,Alternative,1,131,183,-0.165605096,0,1,right,Standard
14204,30,13,2589,-8,48,68,76,53,98,73,87,205,Standard,0,66,86,-0.131578947,0,0,right,Standard
14205,29,9,2773,-11,46,53,32,46,43,40,32,36,Standard,0,44,38,0.073170732,1,1,right,Standard
14206,34,11,2573,-15,54,62,86,61,32,44,48,142,Alternative,1,70,41,0.261261261,1,0,right,Standard
14208,30,9,2863,-10,48,89,68,54,76,64,93,117,Standard,0,70,78,-0.054054054,0,0,right,Standard
14209,32,11,2816,-9,46,113,53,53,114,66,57,109,Alternative,1,73,79,-0.039473684,0,1,right,Standard
14210,30,13,2588,-8,45,58,268,96,99,135,107,296,Standard,0,141,114,0.105882353,1,1,right,Standard
14211,28,9,2515,-14,44,58,52,53,72,66,61,69,Standard,0,54,66,-0.1,0,0,right,Standard
14212,23,12,2569,-14,56,53,92,58,38,66,56,141,Alternative,1,68,53,0.123966942,1,0,right,Standard
14213,31,6,2575,-15,51,32,74,90,73,132,114,73,Standard,0,65,106,-0.239766082,0,0,right,Standard
14214,26,11,2600,-13,44,47,57,75,72,61,71,123,Standard,0,60,68,-0.0625,0,0,right,Standard
14215,25,11,2224,-15,54,155,136,96,83,159,127,137,Alternative,1,129,123,0.023809524,1,0,right,Standard
14216,33,8,2610,-9,45,62,41,50,47,70,55,68,Standard,0,51,57,-0.055555556,0,0,right,Standard
14217,30,8,2621,-16,55,41,37,74,49,41,49,52,Standard,0,51,46,0.051546392,1,1,right,Standard
14218,28,8,2176,-8,49,79,41,52,48,45,44,129,Alternative,1,57,46,0.106796117,1,0,right,Standard
14219,26,7,2615,-13,44,112,86,89,140,193,240,112,Standard,0,96,191,-0.331010453,0,0,right,Standard
14220,28,6,2149,-10,53,88,57,85,163,64,159,107,Standard,0,77,129,-0.252427184,0,0,right,Standard
14221,31,10,2144,-9,49,57,30,53,45,46,58,111,Standard,0,47,50,-0.030927835,0,0,right,Standard
14222,24,15,2569,-11,48,96,123,158,45,92,105,174,Alternative,1,126,81,0.217391304,1,0,right,Alternative
14223,35,10,2610,-16,51,63,84,89,138,69,87,107,Standard,0,79,98,-0.107344633,0,0,right,Alternative
14224,33,11,2423,-14,46,72,90,100,137,78,72,142,Alternative,1,87,96,-0.049180328,0,1,right,Alternative
14234,34,11,2669,-14,55,107,74,52,39,82,37,32,Alternative,1,78,53,0.190839695,1,0,right,Alternative
14235,24,10,2669,-12,42,79,52,68,77,57,51,112,Standard,0,66,62,0.03125,1,1,right,Alternative
14236,28,12,2616,-15,47,52,42,45,32,48,49,53,Standard,0,46,43,0.033707865,1,1,right,Alternative
14237,31,14,2960,-14,47,26,57,74,29,70,83,58,Alternative,1,52,61,-0.079646018,0,1,left,Standard
14238,24,14,2412,-13,53,106,95,255,158,182,120,161,Standard,0,152,153,-0.003278689,0,0,left,Standard
14240,30,13,2454,-13,53,34,52,45,37,55,60,78,Alternative,1,44,51,-0.073684211,0,1,left,Standard
14242,36,13,2641,-8,47,73,89,62,79,88,68,116,Alternative,1,75,78,-0.019607843,0,1,left,Standard
14243,35,11,2684,-11,46,41,45,39,27,33,55,46,Standard,0,42,38,0.05,1,1,left,Alternative
14244,25,13,2456,-15,49,29,51,47,65,36,47,57,Standard,0,42,49,-0.076923077,0,0,left,Alternative
14245,29,7,2408,-11,44,58,68,67,145,55,72,139,Standard,0,64,91,-0.174193548,0,0,left,Alternative
14246,32,15,2649,-8,55,119,68,30,26,53,28,40,Alternative,1,72,36,0.333333333,1,0,left,Alternative
14247,30,11,2730,-11,46,51,63,56,51,61,92,75,Alternative,1,57,68,-0.088,0,1,left,Alternative
14248,33,16,2414,-16,50,62,77,78,67,45,51,63,Alternative,1,72,54,0.142857143,1,0,left,Alternative
14259,29,12,2625,-16,58,35,106,82,128,100,83,159,Standard,0,74,104,-0.168539326,0,0,left,Alternative
14260,26,14,2609,-16,58,133,90,172,118,88,96,237,Standard,0,132,101,0.13304721,1,1,left,Alternative
14261,29,13,2673,-14,61,139,91,68,56,176,65,85,Alternative,1,99,99,0,NA,NA,left,Alternative
14262,27,15,2438,-14,57,85,51,55,33,39,44,30,Alternative,1,64,39,0.242718447,1,0,left,Alternative
14263,29,16,2480,-12,56,57,34,67,36,32,39,63,Alternative,1,53,36,0.191011236,1,0,left,Alternative
14264,28,9,2473,-11,52,25,66,56,92,73,72,170,Standard,0,49,79,-0.234375,0,0,left,Alternative
14265,35,9,2473,-12,50,69,73,75,107,80,74,167,Standard,0,72,87,-0.094339623,0,0,left,Alternative
14266,33,7,2432,-14,44,78,79,49,135,110,56,116,Standard,0,69,100,-0.183431953,0,0,left,Alternative
14267,37,16,2640,-12,45,56,73,68,35,44,51,61,Alternative,1,66,43,0.211009174,1,0,left,Alternative
14268,34,12,2692,-11,55,70,56,73,49,55,57,149,Alternative,1,66,54,0.1,1,0,left,Alternative
14269,35,9,2095,-9,47,112,74,73,111,97,78,90,Standard,0,86,95,-0.049723757,0,0,left,Alternative
14270,29,8,2590,-12,51,46,61,63,100,82,83,64,Standard,0,57,88,-0.216589862,0,0,left,Alternative
14271,25,14,2564,-13,52,62,35,63,46,45,45,111,Standard,0,53,45,0.084745763,1,1,left,Alternative
14276,29,12,2384,-7,50,63,45,79,50,48,78,231,Standard,0,62,59,0.027472527,1,1,left,Alternative
14277,26,13,2480,-8,53,63,57,105,45,33,44,126,Standard,0,75,41,0.293103448,1,1,left,Alternative
14278,31,14,2619,-7,55,105,87,53,53,49,58,55,Alternative,1,82,53,0.212871287,1,0,left,Alternative
14279,30,10,2445,-13,50,52,57,41,45,45,63,219,Alternative,1,50,51,-0.00990099,0,1,left,Standard
14280,30,8,2458,-7,43,79,52,101,168,93,93,72,Standard,0,77,118,-0.208191126,0,0,left,Standard
14282,29,8,2625,-13,55,162,90,62,86,100,48,52,Standard,0,105,78,0.145985402,1,1,left,Standard
14283,29,12,2663,-11,47,35,24,25,28,42,47,28,Alternative,1,28,39,-0.164179104,0,1,left,Standard
14284,31,12,2660,-11,48,90,57,79,68,48,57,71,Alternative,1,75,58,0.13,1,0,left,Standard
14285,32,10,2413,-13,49,62,101,89,87,99,87,184,Standard,0,84,91,-0.04,0,0,left,Standard
14286,29,7,2416,-17,49,43,41,41,68,80,60,41,Standard,0,42,69,-0.246987952,0,0,left,Standard
14287,35,13,2667,-6,61,58,46,45,46,59,55,61,Standard,0,50,53,-0.032467532,0,0,left,Standard
14288,30,11,2594,-14,50,133,83,90,103,98,87,123,Standard,0,102,96,0.03030303,1,1,left,Standard
14289,29,12,2087,-14,48,68,79,64,53,60,72,96,Standard,0,70,62,0.062972292,1,1,left,Standard
14290,30,12,2462,-8,50,35,35,51,38,46,43,106,Alternative,1,40,42,-0.020242915,0,1,left,Standard
14291,25,11,2448,-10,52,55,91,51,44,55,76,196,Alternative,1,66,58,0.061994609,1,0,left,Alternative
14292,33,12,2578,-11,47,13,16,30,33,23,23,232,Alternative,1,20,26,-0.138686131,0,1,left,Alternative
14293,37,13,2692,-10,50,24,41,46,47,36,28,32,Alternative,1,37,37,0,NA,NA,left,Alternative
14294,30,15,2430,-8,49,41,85,90,61,36,56,45,Alternative,1,72,51,0.170731707,1,0,left,Alternative
14295,31,18,2441,-14,49,68,112,47,47,39,47,121,Alternative,1,76,44,0.264623955,1,0,left,Alternative
14296,31,12,2625,-9,44,46,265,65,113,62,74,77,Standard,0,125,83,0.2032,1,1,left,Alternative
14297,33,9,2433,-21,47,85,89,107,47,80,94,113,Standard,0,94,74,0.117296223,1,1,left,Alternative
14298,25,13,2645,-12,51,57,40,30,126,35,38,167,Alternative,1,42,66,-0.218461538,0,1,left,Alternative
14299,22,13,2532,-11,53,36,31,41,47,40,36,52,Alternative,1,36,41,-0.064935065,0,1,left,Alternative
14300,27,16,2675,-11,53,41,72,61,67,41,74,48,Alternative,1,58,61,-0.025210084,0,1,left,Alternative
14302,30,9,2451,-11,48,74,62,84,78,86,99,211,Standard,0,73,88,-0.090909091,0,0,left,Alternative
14324,26,7,2396,-12,49,59,52,57,115,74,68,41,Standard,0,56,86,-0.211267606,0,0,left,Standard
14325,30,12,2467,-12,47,66,47,46,43,53,84,53,Alternative,1,53,60,-0.061946903,0,1,left,Standard
14326,31,10,2394,-13,46,118,46,62,63,44,33,128,Standard,0,75,47,0.231607629,1,1,left,Standard
14329,26,6,2394,-10,52,75,39,112,92,224,102,84,Standard,0,75,139,-0.297045101,0,0,left,Standard
14330,35,13,2416,-8,45,36,63,68,52,41,65,50,Alternative,1,56,53,0.024539877,1,0,left,Alternative
14331,34,12,2426,-10,47,36,59,41,43,68,48,39,Standard,0,45,53,-0.077966102,0,0,left,Alternative
14332,28,15,2480,-9,55,90,74,50,68,62,45,193,Alternative,1,71,58,0.103092783,1,0,left,Alternative
14333,26,10,2626,-13,43,69,63,57,70,57,87,74,Standard,0,63,71,-0.059701493,0,0,right,Standard
14334,24,11,2343,-5,49,62,52,67,76,62,94,167,Standard,0,60,77,-0.121359223,0,0,right,Standard
14335,31,12,2617,-16,51,64,57,52,54,53,47,212,Standard,0,58,51,0.061349693,1,1,right,Standard
14336,34,16,2272,-13,54,53,46,39,44,30,29,59,Standard,0,46,34,0.15,1,1,right,Standard
14337,33,13,2272,-14,43,74,57,73,45,32,60,55,Alternative,1,68,46,0.192982456,1,0,right,Standard
14338,28,10,2587,-16,51,74,84,80,80,68,92,71,Standard,0,79,80,-0.0041841,0,0,right,Standard
14339,29,8,2540,-10,49,35,19,34,62,46,32,52,Standard,0,29,47,-0.231441048,0,0,right,Standard
14340,30,9,2601,-13,50,38,46,68,44,41,32,84,Standard,0,51,39,0.130111524,1,1,right,Standard
14341,30,8,2518,-14,45,106,91,102,77,84,91,297,Standard,0,100,84,0.085299456,1,1,right,Standard
14342,34,15,2491,-16,50,107,46,83,28,64,40,82,Alternative,1,79,44,0.282608696,1,0,right,Standard
14343,36,7,2653,-8,46,89,73,78,162,109,83,118,Alternative,1,80,118,-0.191919192,0,1,right,Standard
14353,31,15,2491,-12,51,25,69,41,40,40,27,47,Alternative,1,45,36,0.111111111,1,0,right,Alternative
14354,29,12,2336,-11,49,51,63,37,47,44,43,38,Alternative,1,50,45,0.055944056,1,0,right,Alternative
14355,23,14,2638,-13,47,61,78,50,195,144,154,267,Alternative,1,63,164,-0.444933921,0,1,right,Alternative
14356,35,9,2642,-15,48,24,30,41,78,21,39,34,Standard,0,32,46,-0.184549356,0,0,right,Alternative
14386,27,13,2328,-9,46,102,69,47,84,68,65,232,Standard,0,73,72,0.004608295,1,1,right,Alternative
14387,26,10,2717,-9,43,25,30,25,52,57,57,123,Standard,0,27,55,-0.346938775,0,0,right,Alternative
14388,25,15,2593,-9,44,68,47,90,53,57,53,133,Alternative,1,68,54,0.117166213,1,0,right,Alternative
14389,35,8,2385,-8,48,63,73,30,85,49,75,123,Alternative,1,55,70,-0.117021277,0,1,right,Alternative
14391,32,10,2538,-6,48,107,104,74,93,153,105,152,Alternative,1,95,117,-0.103773585,0,1,right,Alternative
14392,34,10,2490,-9,53,35,41,44,51,45,32,130,Alternative,1,40,43,-0.036144578,0,1,right,Alternative
14378,33,9,2631,-10,48,96,67,67,99,92,73,151,Standard,0,77,88,-0.068825911,0,0,right,Standard
14379,34,15,2349,-13,49,67,52,96,88,52,54,77,Alternative,1,72,65,0.048780488,1,0,right,Standard
14380,33,12,2611,-5,58,58,36,36,77,53,48,265,Standard,0,43,59,-0.153094463,0,0,right,Standard
14393,27,10,2526,-15,56,35,34,29,27,26,45,36,Standard,0,33,33,-0.005076142,0,0,right,Standard
14394,23,15,2520,-14,42,62,44,45,44,36,73,87,Alternative,1,50,51,-0.006578947,0,1,right,Standard
14395,30,17,2496,-10,47,62,48,52,57,54,56,67,Alternative,1,54,56,-0.018181818,0,1,right,Standard
14396,25,11,2811,-6,57,63,79,35,60,72,98,89,Standard,0,59,77,-0.132352941,0,0,right,Standard
14397,24,13,2338,-11,54,83,89,63,101,84,88,111,Standard,0,78,91,-0.07480315,0,0,right,Standard
14398,27,10,2181,-9,52,50,49,56,25,51,68,111,Standard,0,52,48,0.036789298,1,1,right,Standard
14402,31,12,2595,-9,50,79,94,57,89,47,67,96,Standard,0,77,68,0.062068966,1,1,right,Alternative
14404,25,12,2343,-5,45,100,58,63,94,88,78,139,Standard,0,74,87,-0.080745342,0,0,right,Alternative
14414,25,9,2361,-10,48,70,83,79,133,106,91,117,Standard,0,77,110,-0.176470588,0,0,right,Alternative
14415,32,13,2201,-9,47,123,74,61,72,79,46,197,Standard,0,86,66,0.131578947,1,1,right,Standard
14416,31,12,2245,-13,51,86,79,224,66,60,73,153,Alternative,1,130,66,0.326530612,1,0,right,Standard
